,original value,predicted value,R2-score,MSE,MAE
0,3.4657359027997265,3.270153948266497,0.9215296766540313,0.06413986836468771,0.20299329173004854
1,3.6109179126442243,3.77683843487619,0.9215296766540313,0.06413986836468771,0.20299329173004854
2,4.867534450455582,5.284501062617098,0.9215296766540313,0.06413986836468771,0.20299329173004854
3,3.912023005428146,4.403077182371337,0.9215296766540313,0.06413986836468771,0.20299329173004854
4,3.9318256327243257,3.9258219370473695,0.9215296766540313,0.06413986836468771,0.20299329173004854
5,3.8066624897703196,3.6324626791557075,0.9215296766540313,0.06413986836468771,0.20299329173004854
6,4.356708826689592,4.257727073695714,0.9215296766540313,0.06413986836468771,0.20299329173004854
7,3.1780538303479458,2.8563480916286452,0.9215296766540313,0.06413986836468771,0.20299329173004854
8,4.709530201312334,4.5152547615249325,0.9215296766540313,0.06413986836468771,0.20299329173004854
9,3.4965075614664802,3.7930351094441903,0.9215296766540313,0.06413986836468771,0.20299329173004854
10,4.204692619390966,4.5736009341510515,0.9215296766540313,0.06413986836468771,0.20299329173004854
11,3.091042453358316,3.0850022034454714,0.9215296766540313,0.06413986836468771,0.20299329173004854
12,4.553876891600541,4.818827527177573,0.9215296766540313,0.06413986836468771,0.20299329173004854
13,3.8501476017100584,4.1584752382962655,0.9215296766540313,0.06413986836468771,0.20299329173004854
14,3.258096538021482,3.29622935236652,0.9215296766540313,0.06413986836468771,0.20299329173004854
15,3.970291913552122,3.710524597781013,0.9215296766540313,0.06413986836468771,0.20299329173004854
16,3.6109179126442243,3.4779273969792674,0.9215296766540313,0.06413986836468771,0.20299329173004854
17,4.2626798770413155,4.642489539640628,0.9215296766540313,0.06413986836468771,0.20299329173004854
18,3.6109179126442243,3.89879156428482,0.9215296766540313,0.06413986836468771,0.20299329173004854
19,3.2188758248682006,2.757799041272718,0.9215296766540313,0.06413986836468771,0.20299329173004854
20,2.70805020110221,2.6286455635818053,0.9215296766540313,0.06413986836468771,0.20299329173004854
21,3.258096538021482,3.2739525730460883,0.9215296766540313,0.06413986836468771,0.20299329173004854
22,3.295836866004329,3.051511975075158,0.9215296766540313,0.06413986836468771,0.20299329173004854
23,3.091042453358316,3.1184825431721417,0.9215296766540313,0.06413986836468771,0.20299329173004854
24,4.356708826689592,4.429190793686245,0.9215296766540313,0.06413986836468771,0.20299329173004854
25,3.828641396489095,3.797906478268512,0.9215296766540313,0.06413986836468771,0.20299329173004854
26,3.58351893845611,3.4213242376932307,0.9215296766540313,0.06413986836468771,0.20299329173004854
27,3.1780538303479458,3.4445907538144214,0.9215296766540313,0.06413986836468771,0.20299329173004854
28,3.6635616461296463,4.12354985624531,0.9215296766540313,0.06413986836468771,0.20299329173004854
29,5.231108616854587,4.903308055124469,0.9215296766540313,0.06413986836468771,0.20299329173004854
30,4.2626798770413155,4.201267961676813,0.9215296766540313,0.06413986836468771,0.20299329173004854
31,5.87493073085203,5.502532333935066,0.9215296766540313,0.06413986836468771,0.20299329173004854
32,3.091042453358316,3.3590381698769534,0.9215296766540313,0.06413986836468771,0.20299329173004854
33,3.044522437723423,3.4493756463035488,0.9215296766540313,0.06413986836468771,0.20299329173004854
34,3.4011973816621555,3.443878989742272,0.9215296766540313,0.06413986836468771,0.20299329173004854
35,4.454347296253507,4.3570691437162345,0.9215296766540313,0.06413986836468771,0.20299329173004854
36,4.127134385045092,3.9324006816512673,0.9215296766540313,0.06413986836468771,0.20299329173004854
37,4.02535169073515,3.9342840368429335,0.9215296766540313,0.06413986836468771,0.20299329173004854
38,4.709530201312334,4.5227021215539995,0.9215296766540313,0.06413986836468771,0.20299329173004854
39,3.044522437723423,3.2712012237917714,0.9215296766540313,0.06413986836468771,0.20299329173004854
40,4.709530201312334,4.062187477883919,0.9215296766540313,0.06413986836468771,0.20299329173004854
41,3.4339872044851463,3.5534889645731313,0.9215296766540313,0.06413986836468771,0.20299329173004854
42,4.867534450455582,4.901663635197147,0.9215296766540313,0.06413986836468771,0.20299329173004854
43,3.8918202981106265,3.9269635936700427,0.9215296766540313,0.06413986836468771,0.20299329173004854
44,4.553876891600541,5.205490829784268,0.9215296766540313,0.06413986836468771,0.20299329173004854
45,4.969813299576001,5.194510165024932,0.9215296766540313,0.06413986836468771,0.20299329173004854
46,2.833213344056216,2.894614607200719,0.9215296766540313,0.06413986836468771,0.20299329173004854
47,2.3978952727983707,2.6467422950282584,0.9215296766540313,0.06413986836468771,0.20299329173004854
48,4.02535169073515,3.50295767044641,0.9215296766540313,0.06413986836468771,0.20299329173004854
49,4.219507705176107,4.403174568129564,0.9215296766540313,0.06413986836468771,0.20299329173004854
50,2.1972245773362196,2.45962801921775,0.9215296766540313,0.06413986836468771,0.20299329173004854
51,5.0238805208462765,5.3148158105176195,0.9215296766540313,0.06413986836468771,0.20299329173004854
52,4.418840607796598,4.119889634658865,0.9215296766540313,0.06413986836468771,0.20299329173004854
53,5.8998973535824915,5.65631556942297,0.9215296766540313,0.06413986836468771,0.20299329173004854
54,2.995732273553991,2.811000908570153,0.9215296766540313,0.06413986836468771,0.20299329173004854
55,4.543294782270004,4.190287296917477,0.9215296766540313,0.06413986836468771,0.20299329173004854
56,4.007333185232471,3.8689714461445948,0.9215296766540313,0.06413986836468771,0.20299329173004854
57,2.833213344056216,2.5953089204169593,0.9215296766540313,0.06413986836468771,0.20299329173004854
58,4.948759890378168,4.88336252726492,0.9215296766540313,0.06413986836468771,0.20299329173004854
59,2.772588722239781,2.59295860318156,0.9215296766540313,0.06413986836468771,0.20299329173004854
60,4.727387818712341,4.655265350331243,0.9215296766540313,0.06413986836468771,0.20299329173004854
61,3.8918202981106265,4.215735697957902,0.9215296766540313,0.06413986836468771,0.20299329173004854
62,4.23410650459726,4.258841858644208,0.9215296766540313,0.06413986836468771,0.20299329173004854
63,4.77912349311153,4.693237168989201,0.9215296766540313,0.06413986836468771,0.20299329173004854
